日期,收市,開市,高,低,成交量,更改%
2017年12月7日,"28,312.00","28,230.00","28,479.00","28,149.00",197.00K,0.38%
2017年12月6日,"28,206.00","28,880.00","29,018.00","28,167.00",248.03K,-2.39%
2017年12月5日,"28,896.00","29,180.00","29,249.00","28,860.00",158.51K,-1.02%
2017年12月4日,"29,193.00","29,114.00","29,354.00","28,804.00",174.58K,0.26%
2017年12月1日,"29,116.00","29,322.00","29,438.00","29,048.00",178.35K,-0.69%
2017年11月30日,"29,319.00","29,662.00","29,691.00","29,139.00",185.47K,-1.03%
2017年11月29日,"29,623.00","29,655.00","29,837.00","29,559.00",24.11K,-0.12%
2017年11月28日,"29,659.00","29,773.00","29,867.00","29,373.00",172.94K,-0.37%
2017年11月27日,"29,770.00","29,907.00","30,045.00","29,641.00",205.38K,-0.47%
2017年11月24日,"29,910.00","29,839.00","29,959.00","29,737.00",182.77K,0.30%
2017年11月23日,"29,820.00","30,045.00","30,168.00","29,607.00",182.70K,-0.75%
2017年11月22日,"30,046.00","29,853.00","31,341.00","29,842.00",167.47K,0.66%
2017年11月21日,"29,850.00","29,201.00","29,851.00","29,197.00",173.88K,2.23%
2017年11月20日,"29,198.00","29,193.00","29,238.00","29,061.00",110.51K,0.02%
2017年11月17日,"29,193.00","29,076.00","29,310.00","29,059.00",128.04K,0.46%
2017年11月16日,"29,058.00","28,904.00","29,095.00","28,862.00",115.19K,0.59%
2017年11月15日,"28,887.00","29,175.00","29,175.00","28,867.00",130.94K,-0.99%
2017年11月14日,"29,175.00","29,187.00","29,275.00","29,082.00",105.51K,-0.04%
2017年11月13日,"29,187.00","29,061.00","29,227.00","28,984.00",98.99K,0.41%
2017年11月10日,"29,069.00","29,113.00","29,179.00","28,936.00",136.19K,-0.20%
2017年11月9日,"29,127.00","28,941.00","29,170.00","28,870.00",132.49K,0.61%
2017年11月8日,"28,949.00","28,971.00","29,129.00","28,828.00",136.11K,-0.09%
2017年11月7日,"28,975.00","28,609.00","29,025.00","28,555.00",125.21K,1.27%
2017年11月6日,"28,612.00","28,564.00","28,634.00","28,087.00",170.88K,0.15%
2017年11月3日,"28,568.00","28,531.00","28,612.00","28,468.00",84.93K,0.07%
2017年11月2日,"28,547.00","28,578.00","28,657.00","28,444.00",115.17K,-0.10%
2017年11月1日,"28,577.00","28,208.00","28,616.00","28,174.00",118.87K,1.34%
2017年10月31日,"28,200.00","28,283.00","28,344.00","28,160.00",101.60K,-0.86%
2017年10月30日,"28,444.00","28,432.00","28,628.00","28,344.00",24.22K,0.04%
2017年10月27日,"28,433.00","28,265.00","28,488.00","28,251.00",136.52K,0.58%
2017年10月26日,"28,270.00","28,278.00","28,301.00","28,030.00",173.24K,-0.05%
2017年10月25日,"28,285.00","28,165.00","28,363.00","28,146.00",164.38K,0.44%
2017年10月24日,"28,162.00","28,317.00","28,365.00","28,072.00",143.71K,-0.56%
2017年10月23日,"28,322.00","28,420.00","28,550.00","28,213.00",111.84K,-0.34%
2017年10月20日,"28,419.00","28,234.00","28,531.00","28,179.00",125.38K,0.68%
2017年10月19日,"28,227.00","28,688.00","28,775.00","28,057.00",154.03K,-1.57%
2017年10月18日,"28,677.00","28,704.00","28,724.00","28,610.00",70.31K,-0.09%
2017年10月17日,"28,703.00","28,715.00","28,763.00","28,637.00",78.01K,-0.05%
2017年10月16日,"28,718.00","28,470.00","28,811.00","28,466.00",97.47K,0.91%
2017年10月13日,"28,458.00","28,438.00","28,512.00","28,356.00",77.48K,0.07%
2017年10月12日,"28,438.00","28,318.00","28,542.00","28,225.00",92.36K,0.43%
2017年10月11日,"28,317.00","28,440.00","28,608.00","28,274.00",102.74K,-0.41%
2017年10月10日,"28,435.00","28,344.00","28,472.00","28,244.00",93.97K,0.31%
2017年10月9日,"28,347.00","28,434.00","28,475.00","28,255.00",102.87K,-0.31%
2017年10月6日,"28,435.00","28,325.00","28,623.00","28,280.00",82.48K,0.37%
2017年10月4日,"28,329.00","28,145.00","28,514.00","28,141.00",88.07K,0.64%
2017年10月3日,"28,148.00","27,513.00","28,148.00","27,483.00",113.17K,2.30%
2017年9月29日,"27,515.00","27,300.00","27,542.00","27,244.00",103.64K,-0.14%
2017年9月28日,"27,554.00","27,650.00","27,659.00","27,469.00",21.89K,-0.35%
2017年9月27日,"27,650.00","27,573.00","27,685.00","27,446.00",107.70K,0.30%
2017年9月26日,"27,568.00","27,475.00","27,584.00","27,289.00",197.23K,0.34%
2017年9月25日,"27,475.00","27,795.00","27,895.00","27,463.00",186.04K,-1.11%
2017年9月22日,"27,783.00","28,129.00","28,139.00","27,771.00",110.90K,-1.23%
2017年9月21日,"28,129.00","28,115.00","28,175.00","28,035.00",96.76K,0.02%
2017年9月20日,"28,124.00","28,035.00","28,129.00","27,994.00",83.32K,0.32%
2017年9月19日,"28,035.00","28,161.00","28,225.00","28,014.00",109.29K,-0.45%
2017年9月18日,"28,161.00","27,781.00","28,168.00","27,751.00",102.18K,1.39%
2017年9月15日,"27,776.00","27,775.00","27,913.00","27,457.00",153.18K,-0.01%
2017年9月14日,"27,778.00","27,856.00","27,870.00","27,666.00",96.59K,-0.31%
2017年9月13日,"27,863.00","27,922.00","27,983.00","27,711.00",95.39K,-0.23%
2017年9月12日,"27,927.00","27,958.00","28,034.00","27,857.00",96.43K,-0.05%
2017年9月11日,"27,941.00","27,679.00","27,997.00","27,636.00",100.40K,0.96%
2017年9月8日,"27,676.00","27,486.00","27,685.00","27,486.00",103.65K,0.72%
2017年9月7日,"27,478.00","27,575.00","27,788.00","27,430.00",122.51K,-0.39%
2017年9月6日,"27,585.00","27,705.00","27,750.00","27,350.00",130.07K,-0.45%
2017年9月5日,"27,711.00","27,759.00","27,824.00","27,628.00",102.12K,-0.17%
2017年9月4日,"27,757.00","27,863.00","27,968.00","27,611.00",109.97K,-0.41%
2017年9月1日,"27,870.00","27,942.00","28,050.00","27,851.00",101.18K,-0.25%
2017年8月31日,"27,939.00","27,975.00","28,014.00","27,820.00",104.36K,-0.29%
2017年8月30日,"28,020.00","27,717.00","28,031.00","27,689.00",20.95K,1.07%
2017年8月29日,"27,723.00","27,896.00","27,985.00","27,659.00",124.89K,-0.61%
2017年8月28日,"27,892.00","27,919.00","28,071.00","27,823.00",186.75K,-0.12%
2017年8月25日,"27,926.00","27,533.00","27,926.00","27,433.00",174.56K,1.45%
2017年8月24日,"27,526.00","27,517.00","27,600.00","27,465.00",99.23K,0.12%
2017年8月23日,"27,492.50","27,492.50","27,492.50","27,492.50",-,0.23%
2017年8月22日,"27,429.00","27,160.00","27,495.00","27,130.00",106.39K,1.00%
2017年8月21日,"27,158.00","27,022.00","27,199.00","26,951.00",108.08K,0.47%
2017年8月18日,"27,032.00","27,259.00","27,297.00","26,924.00",133.33K,-0.87%
2017年8月17日,"27,270.00","27,384.00","27,594.00","27,233.00",134.96K,-0.43%
2017年8月16日,"27,387.00","27,130.00","27,397.00","27,023.00",114.59K,0.96%
2017年8月15日,"27,127.00","27,184.00","27,375.00","27,097.00",126.11K,-0.18%
2017年8月14日,"27,175.00","26,848.00","27,234.00","26,805.00",120.06K,1.24%
2017年8月11日,"26,842.00","27,377.00","27,409.00","26,834.00",163.79K,-1.98%
2017年8月10日,"27,383.00","27,688.00","27,766.00","27,214.00",160.24K,-1.09%
2017年8月9日,"27,685.00","27,791.00","27,880.00","27,550.00",103.13K,-0.39%
2017年8月8日,"27,793.00","27,613.00","27,808.00","27,550.00",87.98K,0.65%
2017年8月7日,"27,613.00","27,541.00","27,720.00","27,482.00",69.45K,0.28%
2017年8月4日,"27,535.00","27,500.00","27,580.00","27,464.00",75.87K,0.13%
2017年8月3日,"27,499.00","27,550.00","27,594.00","27,363.00",106.08K,-0.19%
2017年8月2日,"27,550.00","27,526.00","27,655.00","27,483.00",117.23K,0.13%
2017年8月1日,"27,515.00","27,234.00","27,525.00","27,189.00",105.18K,1.05%
2017年7月31日,"27,228.00","26,943.00","27,241.00","26,902.00",87.19K,0.89%
2017年7月28日,"26,988.00","27,119.00","27,140.00","26,959.00",17.12K,-0.51%
2017年7月27日,"27,127.00","26,922.00","27,165.00","26,913.00",105.67K,0.78%
2017年7月26日,"26,918.00","26,888.00","26,995.00","26,802.00",156.95K,0.14%
2017年7月25日,"26,881.00","26,875.00","26,888.00","26,811.00",128.97K,0.01%
2017年7月24日,"26,878.00","26,775.00","26,904.00","26,661.00",109.18K,0.39%
2017年7月21日,"26,774.00","26,745.00","26,783.00","26,672.00",88.08K,0.10%
2017年7月20日,"26,747.00","26,673.00","26,780.00","26,658.00",82.75K,0.27%
2017年7月19日,"26,674.00","26,561.00","26,708.00","26,464.00",95.26K,0.42%
2017年7月18日,"26,563.00","26,486.00","26,563.00","26,415.00",88.79K,0.24%
2017年7月17日,"26,500.00","26,388.00","26,643.00","26,373.00",111.14K,0.42%
2017年7月14日,"26,390.00","26,389.00","26,434.00","26,316.00",75.61K,0.01%
2017年7月13日,"26,387.00","26,091.00","26,398.00","26,076.00",105.00K,1.11%
2017年7月12日,"26,097.00","25,974.00","26,174.00","25,876.00",109.15K,0.49%
2017年7月11日,"25,970.00","25,518.00","25,970.00","25,459.00",112.04K,1.78%
2017年7月10日,"25,517.00","25,324.00","25,606.00","25,277.00",95.09K,0.74%
2017年7月7日,"25,330.00","25,476.00","25,476.00","25,261.00",87.98K,-0.63%
2017年7月6日,"25,491.00","25,460.00","25,593.00","25,394.00",103.11K,0.11%
2017年7月5日,"25,463.00","25,311.00","25,485.00","25,110.00",121.96K,0.60%
2017年7月4日,"25,311.00","25,676.00","25,768.00","25,136.00",137.44K,-1.45%
2017年7月3日,"25,683.00","25,587.00","25,725.00","25,506.00",78.11K,0.38%
2017年6月30日,"25,585.00","25,802.00","25,813.00","25,446.00",114.81K,-1.24%
2017年6月29日,"25,906.00","25,650.00","25,914.00","25,641.00",19.35K,1.06%
2017年6月28日,"25,635.00","25,795.00","25,816.00","25,569.00",125.72K,-0.55%
2017年6月27日,"25,777.00","25,819.00","25,895.00","25,734.00",175.78K,-0.14%
2017年6月26日,"25,812.00","25,637.00","25,841.00","25,582.00",138.72K,0.68%
2017年6月23日,"25,637.00","25,676.00","25,745.00","25,593.00",97.18K,-0.14%
2017年6月22日,"25,673.00","25,504.00","25,816.00","25,501.00",125.08K,0.69%
2017年6月21日,"25,498.00","25,712.00","25,734.00","25,409.00",128.67K,-0.83%
2017年6月20日,"25,711.00","25,782.00","25,874.00","25,690.00",89.45K,-0.27%
2017年6月19日,"25,780.00","25,501.00","25,797.00","25,438.00",87.39K,1.11%
2017年6月16日,"25,498.00","25,433.00","25,568.00","25,345.00",88.19K,0.23%
2017年6月15日,"25,440.00","25,746.00","25,764.00","25,403.00",98.62K,-1.17%
2017年6月14日,"25,740.00","25,723.00","25,784.00","25,558.00",92.25K,0.07%
2017年6月13日,"25,723.00","25,588.00","25,765.00","25,577.00",71.27K,0.54%
2017年6月12日,"25,586.00","25,899.00","25,960.00","25,553.00",99.27K,-1.20%
2017年6月9日,"25,896.00","25,893.00","25,952.00","25,796.00",92.80K,0.00%
2017年6月8日,"25,895.00","25,787.00","25,917.00","25,737.00",75.68K,0.41%
2017年6月7日,"25,788.00","25,825.00","25,877.00","25,733.00",73.79K,-0.16%
2017年6月6日,"25,829.00","25,666.00","25,839.00","25,626.00",76.81K,0.64%
2017年6月5日,"25,665.00","25,719.00","25,790.00","25,636.00",75.22K,-0.19%
2017年6月2日,"25,713.00","25,599.00","25,780.00","25,568.00",84.10K,0.44%
2017年6月1日,"25,601.00","25,478.00","25,608.00","25,400.00",100.46K,0.47%
2017年5月31日,"25,481.00","25,516.00","25,623.00","25,460.00",79.42K,-0.79%
2017年5月29日,"25,685.00","25,620.00","25,699.00","25,576.00",17.89K,0.23%
2017年5月26日,"25,625.00","25,644.00","25,723.00","25,585.00",105.61K,-0.03%
2017年5月25日,"25,632.00","25,416.00","25,666.00","25,402.00",172.67K,0.83%
2017年5月24日,"25,420.00","25,392.00","25,422.00","25,303.00",135.49K,0.07%
2017年5月23日,"25,402.00","25,354.00","25,445.00","25,299.00",112.04K,0.24%
2017年5月22日,"25,341.00","25,202.00","25,422.00","25,194.00",103.76K,0.61%
2017年5月19日,"25,187.00","25,138.00","25,244.00","25,028.00",99.14K,0.12%
2017年5月18日,"25,157.00","25,304.00","25,353.00","25,043.00",116.55K,-0.59%
2017年5月17日,"25,306.00","25,300.00","25,373.00","25,200.00",91.49K,0.02%
2017年5月16日,"25,301.00","25,253.00","25,378.00","25,206.00",94.76K,0.17%
2017年5月15日,"25,257.00","25,053.00","25,323.00","25,033.00",104.05K,0.77%
2017年5月12日,"25,063.00","25,068.00","25,097.00","24,918.00",93.94K,-0.02%
2017年5月11日,"25,068.00","24,921.00","25,101.00","24,913.00",107.16K,0.59%
2017年5月10日,"24,921.00","24,760.00","25,068.00","24,748.00",125.56K,0.72%
2017年5月9日,"24,744.00","24,440.00","24,797.00","24,407.00",117.36K,1.20%
2017年5月8日,"24,451.00","24,355.00","24,502.00","24,318.00",96.93K,0.39%
2017年5月5日,"24,355.00","24,584.00","24,596.00","24,220.00",110.36K,-0.87%
2017年5月4日,"24,568.00","24,566.00","24,611.00","24,436.00",86.89K,-0.03%
2017年5月3日,"24,576.00","24,576.00","24,576.00","24,576.00",-,0.07%
2017年5月2日,"24,559.00","24,561.00","24,695.00","24,461.00",84.37K,-0.01%
2017年4月28日,"24,561.00","24,547.00","24,609.00","24,480.00",79.35K,-0.21%
2017年4月27日,"24,613.00","24,574.00","24,652.00","24,481.00",19.63K,0.17%
2017年4月26日,"24,571.00","24,475.00","24,646.00","24,458.00",117.53K,0.38%
2017年4月25日,"24,477.00","24,197.00","24,490.00","24,196.00",191.70K,1.18%
2017年4月24日,"24,192.00","24,011.00","24,210.00","23,935.00",162.38K,0.68%
2017年4月21日,"24,028.00","24,065.00","24,216.00","23,977.00",105.57K,-0.14%
2017年4月20日,"24,061.00","23,831.00","24,075.00","23,754.00",112.75K,0.98%
2017年4月19日,"23,827.00","23,839.00","23,894.00","23,706.00",109.82K,-0.07%
2017年4月18日,"23,843.00","24,243.00","24,314.00","23,831.00",112.90K,-1.65%
2017年4月13日,"24,242.00","24,299.00","24,379.00","24,097.00",110.45K,-0.23%
2017年4月12日,"24,297.00","24,077.00","24,313.00","23,973.00",108.12K,0.91%
2017年4月11日,"24,079.00","24,266.00","24,306.00","24,000.00",116.18K,-0.82%
2017年4月10日,"24,277.00","24,270.00","24,371.00","24,215.00",81.64K,0.06%
2017年4月7日,"24,263.00","24,295.00","24,355.00","23,953.00",140.79K,-0.11%
2017年4月6日,"24,289.00","24,415.00","24,483.00","24,185.00",107.06K,-0.45%
2017年4月5日,"24,399.00","24,247.00","24,419.00","24,143.00",113.90K,0.64%
2017年4月3日,"24,243.00","24,131.00","24,271.00","24,127.00",60.95K,0.46%
2017年3月31日,"24,131.00","24,303.00","24,355.00","24,094.00",104.44K,-0.69%
2017年3月30日,"24,298.00","24,380.00","24,444.00","24,257.00",15.89K,-0.39%
2017年3月29日,"24,393.00","24,352.00","24,505.00","24,336.00",100.70K,0.16%
2017年3月28日,"24,355.00","24,241.00","24,400.00","24,196.00",145.37K,0.41%
2017年3月27日,"24,255.00","24,384.00","24,454.00","24,148.00",162.14K,-0.51%
2017年3月24日,"24,379.00","24,343.00","24,449.00","24,281.00",103.73K,0.12%
2017年3月23日,"24,350.00","24,308.00","24,465.00","24,250.00",105.06K,0.20%
2017年3月22日,"24,302.00","24,609.00","24,688.00","24,227.00",117.77K,-1.25%
2017年3月21日,"24,610.00","24,540.00","24,678.00","24,481.00",96.92K,0.27%
2017年3月20日,"24,543.00","24,308.00","24,549.00","24,277.00",86.24K,1.00%
2017年3月17日,"24,299.00","24,326.00","24,445.00","24,257.00",102.51K,-0.13%
2017年3月16日,"24,330.00","23,784.00","24,349.00","23,771.00",115.38K,2.32%
2017年3月15日,"23,779.00","23,787.00","23,833.00","23,619.00",86.84K,-0.02%
2017年3月14日,"23,783.00","23,812.00","23,905.00","23,751.00",73.83K,-0.08%
2017年3月13日,"23,802.00","23,564.00","23,850.00","23,544.00",102.33K,1.04%
2017年3月10日,"23,556.00","23,505.00","23,590.00","23,385.00",91.97K,0.24%
2017年3月9日,"23,499.00","23,793.00","23,803.00","23,430.00",97.46K,-1.17%
2017年3月8日,"23,777.00","23,664.00","23,799.00","23,534.00",93.07K,0.45%
2017年3月7日,"23,670.00","23,588.00","23,712.00","23,551.00",74.40K,0.38%
2017年3月6日,"23,581.00","23,543.00","23,689.00","23,532.00",78.86K,0.13%
2017年3月3日,"23,550.00","23,635.00","23,705.00","23,486.00",91.47K,-0.38%
2017年3月2日,"23,639.00","23,803.00","24,087.00","23,638.00",112.53K,-0.64%
2017年3月1日,"23,792.00","23,740.00","23,854.00","23,735.00",83.28K,0.21%
2017年2月28日,"23,742.00","23,928.00","24,011.00","23,725.00",102.41K,-0.84%
2017年2月27日,"23,942.00","23,994.00","24,057.00","23,845.00",21.34K,-0.27%
2017年2月24日,"24,007.00","24,138.00","24,188.00","23,967.00",112.52K,-0.53%
2017年2月23日,"24,136.00","24,128.00","24,214.00","24,032.00",157.88K,0.03%
2017年2月22日,"24,128.00","23,920.00","24,128.00","23,916.00",131.75K,0.95%
2017年2月21日,"23,902.00","24,119.00","24,167.00","23,890.00",108.68K,-0.90%
2017年2月20日,"24,120.00","23,989.00","24,168.00","23,917.00",91.48K,0.51%
2017年2月17日,"23,997.00","24,054.00","24,078.00","23,925.00",82.31K,-0.25%
2017年2月16日,"24,058.00","23,964.00","24,090.00","23,911.00",85.10K,0.37%
2017年2月15日,"23,969.00","23,650.00","23,998.00","23,596.00",99.65K,1.33%
2017年2月14日,"23,654.00","23,614.00","23,679.00","23,560.00",73.23K,0.16%
2017年2月13日,"23,616.00","23,530.00","23,672.00","23,501.00",75.85K,0.38%
2017年2月10日,"23,527.00","23,422.00","23,666.00","23,422.00",72.79K,0.41%
2017年2月9日,"23,432.00","23,436.00","23,555.00","23,332.00",87.58K,0.03%
2017年2月8日,"23,426.00","23,263.00","23,473.00","23,091.00",96.23K,0.71%
2017年2月7日,"23,261.00","23,265.00","23,342.00","23,167.00",67.93K,0.05%
2017年2月6日,"23,250.00","23,035.00","23,298.00","23,023.00",76.91K,0.97%
2017年2月3日,"23,026.00","23,105.00","23,205.00","22,914.00",67.50K,-0.44%
2017年2月2日,"23,127.00","23,319.00","23,422.00","23,048.00",72.53K,-0.82%
2017年2月1日,"23,319.00","23,200.00","23,332.00","23,028.00",66.25K,-0.06%
2017年1月27日,"23,332.00","23,362.00","23,377.00","23,236.00",33.04K,-0.07%
2017年1月26日,"23,349.00","23,050.00","23,372.00","23,048.00",16.11K,1.30%
2017年1月25日,"23,049.00","22,935.00","23,080.00","22,923.00",85.58K,0.52%
2017年1月24日,"22,929.00","22,897.00","22,998.00","22,877.00",137.31K,0.14%
2017年1月23日,"22,898.00","22,936.00","23,104.00","22,853.00",128.18K,-0.13%
2017年1月20日,"22,928.00","23,041.00","23,058.00","22,864.00",79.98K,-0.54%
2017年1月19日,"23,052.00","23,132.00","23,157.00","22,956.00",75.59K,-0.31%
2017年1月18日,"23,123.00","22,857.00","23,187.00","22,843.00",86.43K,1.18%
2017年1月17日,"22,854.00","22,760.00","22,875.00","22,731.00",66.60K,0.40%
2017年1月16日,"22,764.00","22,967.00","22,985.00","22,671.00",81.76K,-0.89%
2017年1月13日,"22,969.00","22,878.00","22,998.00","22,823.00",72.11K,0.38%
2017年1月12日,"22,882.00","22,972.00","23,012.00","22,786.00",91.66K,-0.40%
2017年1月11日,"22,974.00","22,735.00","22,978.00","22,720.00",89.66K,1.03%
2017年1月10日,"22,739.00","22,573.00","22,744.00","22,517.00",82.68K,0.74%
2017年1月9日,"22,573.00","22,531.00","22,637.00","22,471.00",80.47K,0.19%
2017年1月6日,"22,531.00","22,480.00","22,625.00","22,461.00",76.53K,0.21%
2017年1月5日,"22,484.00","22,100.00","22,494.00","22,079.00",86.44K,1.74%
2017年1月4日,"22,099.00","22,138.00","22,233.00","22,058.00",77.44K,-0.12%
2017年1月3日,"22,125.00","21,965.00","22,195.00","21,863.00",78.68K,0.73%
2016年12月30日,"21,964.00","21,783.00","22,056.00","21,766.00",74.24K,1.10%
2016年12月29日,"21,725.00","21,723.00","21,744.00","21,499.00",15.78K,0.02%
2016年12月28日,"21,721.00","21,540.00","21,790.00","21,477.00",102.61K,0.85%
2016年12月23日,"21,538.00","21,616.00","21,666.00","21,477.00",128.27K,-0.36%
2016年12月22日,"21,615.00","21,839.00","21,852.00","21,591.00",105.51K,-1.03%
2016年12月21日,"21,839.00","21,710.00","21,927.00","21,709.00",92.38K,0.62%
2016年12月20日,"21,704.00","21,855.00","21,875.00","21,662.00",93.03K,-0.70%
2016年12月19日,"21,856.00","21,951.00","22,007.00","21,781.00",88.16K,-0.43%
2016年12月16日,"21,951.00","22,093.00","22,136.00","21,922.00",94.29K,-0.65%
2016年12月15日,"22,095.00","22,488.00","22,520.00","21,981.00",122.26K,-1.74%
2016年12月14日,"22,487.00","22,456.00","22,648.00","22,450.00",80.53K,0.13%
2016年12月13日,"22,458.00","22,375.00","22,474.00","22,283.00",94.56K,0.31%
2016年12月12日,"22,388.00","22,733.00","22,882.00","22,355.00",119.18K,-1.57%
2016年12月9日,"22,744.00","22,818.00","22,888.00","22,679.00",90.44K,-0.41%
